Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Num_of_Delayed_Payment,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Simulated_Credit_Score
45,147766929,Entrepreneur,118248.6,10115.05,5,1,4,0,No Data,10,Good,191.09,43.96183939,210,0.0,186.5091568,High_spent_Medium_value_payments,936.8794295,505
45,147766929,Entrepreneur,118248.6,10115.05,5,1,4,0,No Data,10,Good,191.09,33.22380962,211,0.0,186.5091568,Low_spent_Medium_value_payments,782.0757976,494
45,147766929,Entrepreneur,118248.6,10115.05,5,1,4,0,No Data,13,Good,191.09,29.42716484,212,0.0,186.5091568,Low_spent_Small_value_payments,687.0398865,483
26,878906321,Scientist,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",10,Standard,1037.45,36.35924552,158,220.2137267,80.01264638,High_spent_Medium_value_payments,469.5244602,434
26,878906321,Scientist,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",10,Standard,1037.45,33.18394227,159,220.2137267,80.01264638,High_spent_Medium_value_payments,396.0895664,438
26,878906321,Scientist,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",10,Standard,1037.45,30.91438852,160,220.2137267,80.01264638,High_spent_Medium_value_payments,364.9839581,440
26,878906321,Scientist,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",12,Standard,1037.45,27.6412103,161,220.2137267,80.01264638,Low_spent_Large_value_payments,213.1512819,414
26,878906321,Scientist,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",10,Standard,1037.45,32.16686073,162,220.2137267,80.01264638,High_spent_Medium_value_payments,452.6924335,442
26,878906321,Scientist,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",11,Standard,1037.45,28.73291735,163,220.2137267,80.01264638,Low_spent_Large_value_payments,118.9769286,420
26,878906321,Scientist,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",13,Standard,1037.45,25.52559354,164,220.2137267,80.01264638,High_spent_Large_value_payments,451.8138963,435
26,878906321,Scientist,60162.1,5197.508333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",10,Standard,1037.45,32.07861888,165,220.2137267,80.01264638,Low_spent_Medium_value_payments,347.7706392,426
17,616368188,Musician,75273.24,6552.77,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",9,Standard,2497.34,33.59482507,62,222.6190561,73.1795427,High_spent_Large_value_payments,548.0256556,300
17,616368188,Musician,75273.24,6552.77,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",9,Standard,2497.34,24.82967191,63,222.6190561,73.1795427,Low_spent_Large_value_payments,220.5696597,300
17,616368188,Musician,75273.24,6552.77,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",10,Standard,2497.34,39.15098231,64,222.6190561,73.1795427,High_spent_Large_value_payments,510.4690793,300
18,616368188,Musician,75273.24,6552.77,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",10,Standard,2497.34,38.05213442,65,222.6190561,73.1795427,High_spent_Medium_value_payments,512.3427847,300
18,616368188,Musician,75273.24,6424.022011,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",9,Standard,2497.34,35.27464015,66,351.3670447,73.1795427,High_spent_Medium_value_payments,541.4700337,300
18,616368188,Musician,75273.24,6424.022011,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",9,Standard,2497.34,37.90870332,67,351.3670447,73.1795427,High_spent_Large_value_payments,595.970633,300
18,616368188,Musician,75273.24,6424.022011,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",10,Standard,2497.34,33.04396326,68,351.3670447,73.1795427,High_spent_Medium_value_payments,609.4784012,300
18,616368188,Musician,75273.24,6424.022011,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",11,Standard,2497.34,39.12441778,69,351.3670447,73.1795427,Low_spent_Medium_value_payments,343.1662236,300
18,496445947,Media_Manager,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",20,Bad,4795.13,35.80248914,35,169.4819843,58.18904643,Low_spent_Small_value_payments,70.47299093,300
18,496445947,Media_Manager,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",15,Bad,4795.13,32.59131378,36,169.4819843,58.18904643,Low_spent_Small_value_payments,320.1866434,300
18,496445947,Media_Manager,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",17,Bad,4795.13,25.92375905,37,169.4819843,58.18904643,High_spent_Medium_value_payments,417.8363689,300
18,496445947,Media_Manager,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",15,Bad,4795.13,34.79256617,38,169.4819843,58.18904643,High_spent_Large_value_payments,412.7920925,300
18,496445947,Media_Manager,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",17,Bad,4795.13,28.62435875,39,169.4819843,58.18904643,Low_spent_Small_value_payments,190.5046029,300
18,496445947,Media_Manager,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",17,Bad,4795.13,35.95384759,40,169.4819843,58.18904643,Low_spent_Small_value_payments,260.3700816,300
18,496445947,Media_Manager,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",17,Bad,4795.13,35.95969334,41,169.4819843,58.18904643,High_spent_Medium_value_payments,332.9270967,300
18,496445947,Media_Manager,54820.89,4295.4075,8,7,28,6,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Personal Loan",17,Bad,4795.13,28.20185655,42,169.4819843,58.18904643,High_spent_Medium_value_payments,391.1806898,300
42,405467599,Entrepreneur,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",23,Bad,2425.38,37.340892,157,116.1034169,69.22823275,Low_spent_Small_value_payments,484.9722526,313
42,405467599,Entrepreneur,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",23,Bad,2425.38,25.16742497,158,116.1034169,69.22823275,Low_spent_Small_value_payments,393.6187872,324
42,405467599,Entrepreneur,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",23,Bad,2425.38,36.49072833,159,116.1034169,69.22823275,Low_spent_Medium_value_payments,463.8055925,316
42,405467599,Entrepreneur,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",23,Bad,2425.38,24.82077382,160,116.1034169,69.22823275,High_spent_Large_value_payments,537.1238503,347
42,405467599,Entrepreneur,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",23,Bad,2425.38,34.14221724,161,116.1034169,69.22823275,High_spent_Large_value_payments,492.9561816,340
42,405467599,Entrepreneur,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",25,Bad,2425.38,34.99081327,162,116.1034169,69.22823275,Low_spent_Small_value_payments,27.64293096,310
42,405467599,Entrepreneur,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",23,Bad,2425.38,37.04101847,163,116.1034169,69.22823275,Low_spent_Medium_value_payments,395.8692432,320
42,405467599,Entrepreneur,58674.66,4824.555,8,5,15,4,"Not Specified, Payday Loan, Auto Loan, and Home Equity Loan",23,Bad,2425.38,33.80858373,164,116.1034169,69.22823275,Low_spent_Small_value_payments,322.0829186,324
30,755180308,Architect,30390.44,2721.536667,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",20,Standard,580.31,26.97596095,291,64.84803821,45.1847025,High_spent_Medium_value_payments,407.2936282,551
30,755180308,Architect,30390.44,2721.536667,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",23,Standard,580.31,33.55567404,292,64.84803821,45.1847025,Low_spent_Large_value_payments,327.6921888,512
30,755180308,Architect,30390.44,2721.536667,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",18,Standard,580.31,35.832413,293,64.84803821,45.1847025,High_spent_Small_value_payments,327.4436392,556
30,755180308,Architect,30390.44,2721.536667,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",17,Standard,580.31,34.53357345,294,64.84803821,45.1847025,High_spent_Medium_value_payments,396.3910318,564
30,755180308,Architect,30390.44,2721.536667,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",18,Standard,580.31,38.00156519,295,64.84803821,45.1847025,Low_spent_Large_value_payments,307.4292542,537
30,755180308,Architect,30390.44,2721.536667,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",20,Standard,580.31,31.07504071,296,64.84803821,45.1847025,Low_spent_Small_value_payments,271.3858404,534
30,755180308,Architect,30390.44,2721.536667,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",21,Standard,580.31,26.54289675,297,64.84803821,45.1847025,High_spent_Large_value_payments,378.5195195,554
30,755180308,Architect,30390.44,2721.536667,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",20,Standard,580.31,22.96052767,298,64.84803821,45.1847025,Low_spent_Small_value_payments,369.3704505,543
42,547237195,Doctor,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",20,Bad,2497.48,26.63171974,196,148.9132734,32.07149618,High_spent_Medium_value_payments,401.9859972,392
42,547237195,Doctor,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",22,Bad,2497.48,33.88856426,197,148.9132734,32.07149618,Low_spent_Small_value_payments,116.0831604,357
42,547237195,Doctor,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",21,Bad,2497.48,24.30177052,198,148.9132734,32.07149618,High_spent_Medium_value_payments,407.1341931,391
42,547237195,Doctor,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",20,Bad,2497.48,29.57534481,199,148.9132734,32.07149618,High_spent_Medium_value_payments,320.7200586,393
43,547237195,Doctor,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",20,Bad,2497.48,28.94303915,200,148.9132734,32.07149618,Low_spent_Medium_value_payments,362.7291282,375
43,547237195,Doctor,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",23,Bad,2497.48,22.50520105,201,148.9132734,32.07149618,High_spent_Medium_value_payments,396.2525472,386
43,547237195,Doctor,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",20,Bad,2497.48,28.69336879,202,148.9132734,32.07149618,High_spent_Small_value_payments,306.953468,397
43,547237195,Doctor,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",20,Bad,2497.48,25.09430322,203,148.9132734,32.07149618,High_spent_Medium_value_payments,159.8904974,401
18,486071289,Scientist,144546.72,11809.56,0,3,7,2,"Payday Loan, and Not Specified",7,Good,1045.11,40.84068721,275,136.9885566,103.9012093,High_spent_Small_value_payments,730.5558529,594
18,486071289,Scientist,144546.72,11809.56,0,3,7,2,"Payday Loan, and Not Specified",7,Good,1045.11,36.33873578,276,136.9885566,103.9012093,High_spent_Large_value_payments,1026.919211,600
18,486071289,Scientist,144546.72,11809.56,0,3,7,2,"Payday Loan, and Not Specified",8,Good,1045.11,43.6110939,277,136.9885566,103.9012093,High_spent_Large_value_payments,1180.066234,591
18,486071289,Scientist,144546.72,11809.56,0,3,7,2,"Payday Loan, and Not Specified",7,Good,1045.11,31.33767968,278,136.9885566,103.9012093,High_spent_Large_value_payments,1078.492575,606
18,486071289,Scientist,144546.72,11809.56,0,3,7,2,"Payday Loan, and Not Specified",7,Good,1045.11,39.20382495,279,136.9885566,103.9012093,Low_spent_Small_value_payments,14.11872663,579
18,486071289,Scientist,144546.72,10653.04311,0,3,7,2,"Payday Loan, and Not Specified",7,Good,1045.11,37.16404251,280,1293.505449,103.9012093,High_spent_Medium_value_payments,878.7840309,601
18,486071289,Scientist,144546.72,10653.04311,0,3,7,2,"Payday Loan, and Not Specified",5,Good,1045.11,25.51813894,281,1293.505449,103.9012093,Low_spent_Medium_value_payments,430.6042859,601
18,486071289,Scientist,144546.72,10653.04311,0,3,7,2,"Payday Loan, and Not Specified",7,Good,1045.11,45.21691024,282,1293.505449,103.9012093,High_spent_Large_value_payments,1057.458508,598
38,605639678,Engineer,30346.35,2651.8625,5,4,14,7,"Auto Loan, Not Specified, Payday Loan, Mortgage Loan, Personal Loan, Payday Loan, and Personal Loan",9,Standard,523.56,28.21235656,100,96.72128021,29.04519318,Low_spent_Small_value_payments,313.3565949,351
39,605639678,Engineer,30346.35,2651.8625,5,4,14,7,"Auto Loan, Not Specified, Payday Loan, Mortgage Loan, Personal Loan, Payday Loan, and Personal Loan",9,Standard,523.56,30.28018466,101,96.72128021,29.04519318,Low_spent_Small_value_payments,125.9788082,350
39,605639678,Engineer,30346.35,2651.8625,5,4,14,7,"Auto Loan, Not Specified, Payday Loan, Mortgage Loan, Personal Loan, Payday Loan, and Personal Loan",9,Standard,523.56,38.94962888,102,96.72128021,29.04519318,Low_spent_Medium_value_payments,342.165743,345
39,605639678,Engineer,30346.35,2651.8625,5,4,14,7,"Auto Loan, Not Specified, Payday Loan, Mortgage Loan, Personal Loan, Payday Loan, and Personal Loan",9,Standard,523.56,30.50811574,103,96.72128021,29.04519318,High_spent_Medium_value_payments,319.8436113,373
39,605639678,Engineer,30346.35,2651.8625,5,4,14,7,"Auto Loan, Not Specified, Payday Loan, Mortgage Loan, Personal Loan, Payday Loan, and Personal Loan",9,Standard,523.56,32.90975438,104,96.72128021,29.04519318,Low_spent_Small_value_payments,322.0163948,352
39,605639678,Engineer,30346.35,2651.8625,5,4,14,7,"Auto Loan, Not Specified, Payday Loan, Mortgage Loan, Personal Loan, Payday Loan, and Personal Loan",6,Standard,523.56,28.78678915,105,96.72128021,29.04519318,Low_spent_Small_value_payments,306.8553697,371
39,605639678,Engineer,30346.35,2651.8625,5,4,14,7,"Auto Loan, Not Specified, Payday Loan, Mortgage Loan, Personal Loan, Payday Loan, and Personal Loan",9,Standard,523.56,40.39063355,106,96.72128021,29.04519318,Low_spent_Small_value_payments,348.836496,348
39,605639678,Engineer,30346.35,2651.8625,5,4,14,7,"Auto Loan, Not Specified, Payday Loan, Mortgage Loan, Personal Loan, Payday Loan, and Personal Loan",6,Standard,523.56,26.31347756,107,96.72128021,29.04519318,High_spent_Medium_value_payments,389.4197766,396
46,558251337,Mechanic,18681.465,1584.78875,2,3,9,2,"Home Equity Loan, and Student Loan",8,Good,327.88,27.53134292,369,24.82142498,32.94987665,Low_spent_Small_value_payments,351.5610294,694
47,558251337,Mechanic,18681.465,1584.78875,2,3,9,2,"Home Equity Loan, and Student Loan",5,Good,327.88,38.90124971,370,24.82142498,32.94987665,Low_spent_Small_value_payments,283.0026942,701
46,558251337,Mechanic,18681.465,1584.78875,2,3,9,2,"Home Equity Loan, and Student Loan",8,Good,327.88,27.37775919,371,24.82142498,32.94987665,High_spent_Small_value_payments,338.325828,717
46,558251337,Mechanic,18681.465,1584.78875,2,3,9,2,"Home Equity Loan, and Student Loan",8,Good,327.88,24.18879867,372,24.82142498,32.94987665,Low_spent_Small_value_payments,333.0821143,701
47,558251337,Mechanic,18681.465,1584.78875,2,3,9,2,"Home Equity Loan, and Student Loan",8,Good,327.88,31.86689252,373,24.82142498,32.94987665,Low_spent_Small_value_payments,345.8639853,696
47,558251337,Mechanic,18681.465,1584.78875,2,3,9,2,"Home Equity Loan, and Student Loan",8,Good,327.88,30.12793418,374,24.82142498,32.94987665,Low_spent_Large_value_payments,272.5500187,698
47,558251337,Mechanic,18681.465,1584.78875,2,3,9,2,"Home Equity Loan, and Student Loan",8,Good,327.88,37.45520315,375,24.82142498,32.94987665,High_spent_Small_value_payments,360.7075734,714
47,558251337,Mechanic,18681.465,1584.78875,2,3,9,2,"Home Equity Loan, and Student Loan",6,Good,327.88,39.53810864,376,24.82142498,32.94987665,Low_spent_Small_value_payments,209.5576971,703
41,813918749,Scientist,9841.34,690.1116667,8,9,31,5,"Personal Loan, Payday Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",16,Bad,4984.82,27.3346898,53,36.67512792,13.48631439,Low_spent_Large_value_payments,263.003361,300
41,813918749,Scientist,9841.34,690.1116667,8,9,31,5,"Personal Loan, Payday Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",15,Bad,4984.82,33.4598029,54,36.67512792,13.48631439,Low_spent_Medium_value_payments,256.4117078,300
41,813918749,Scientist,9841.34,690.1116667,8,9,31,5,"Personal Loan, Payday Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",15,Bad,4984.82,35.2517545,55,36.67512792,13.48631439,High_spent_Small_value_payments,259.4705364,300
42,813918749,Scientist,9841.34,690.1116667,8,9,31,5,"Personal Loan, Payday Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",15,Bad,4984.82,38.7684909,56,36.67512792,13.48631439,Low_spent_Large_value_payments,279.6342996,300
42,813918749,Scientist,9841.34,690.1116667,8,9,31,5,"Personal Loan, Payday Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",13,Bad,4984.82,28.49691824,57,36.67512792,13.48631439,High_spent_Small_value_payments,254.3920292,300
42,813918749,Scientist,9841.34,690.1116667,8,9,31,5,"Personal Loan, Payday Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",15,Bad,4984.82,34.05642405,58,36.67512792,13.48631439,Low_spent_Small_value_payments,247.6112567,300
42,813918749,Scientist,9841.34,690.1116667,8,9,31,5,"Personal Loan, Payday Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",15,Bad,4984.82,37.68244007,59,36.67512792,13.48631439,Low_spent_Medium_value_payments,254.8495577,300
42,813918749,Scientist,9841.34,690.1116667,8,9,31,5,"Personal Loan, Payday Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",15,Bad,4984.82,37.82197103,60,36.67512792,13.48631439,High_spent_Small_value_payments,271.9295865,300
35,308388791,Media_Manager,72330.98,6300.581667,0,3,11,1,Auto Loan,7,Good,596.78,31.87384175,392,31.37979416,48.32875329,Low_spent_Medium_value_payments,488.132172,718
35,308388791,Media_Manager,72330.98,6300.581667,0,3,11,1,Auto Loan,6,Good,596.78,32.36779297,393,31.37979416,48.32875329,High_spent_Medium_value_payments,676.9348393,744
35,308388791,Media_Manager,72330.98,6300.581667,0,3,11,1,Auto Loan,6,Good,596.78,27.24102191,394,31.37979416,48.32875329,High_spent_Large_value_payments,728.6112638,749
35,308388791,Media_Manager,72330.98,6300.581667,0,3,11,1,Auto Loan,6,Good,596.78,30.15846394,395,31.37979416,48.32875329,Low_spent_Large_value_payments,187.0184248,727
35,308388791,Media_Manager,72330.98,6300.581667,0,3,11,1,Auto Loan,6,Good,596.78,39.60218493,396,31.37979416,48.32875329,High_spent_Small_value_payments,519.4494514,741
35,308388791,Media_Manager,72330.98,6300.581667,0,3,11,1,Auto Loan,6,Good,596.78,33.41197558,397,31.37979416,48.32875329,High_spent_Large_value_payments,790.3496192,748
35,308388791,Media_Manager,72330.98,6300.581667,0,3,11,1,Auto Loan,6,Good,596.78,41.98152541,398,31.37979416,48.32875329,High_spent_Large_value_payments,691.6532548,742
35,308388791,Media_Manager,72330.98,6300.581667,0,3,11,1,Auto Loan,6,Good,596.78,24.83928335,399,31.37979416,48.32875329,Low_spent_Large_value_payments,567.4558542,737
16,925441671,Teacher,43241.49,3580.4575,10,7,30,6,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Auto Loan, Not Specified, and Home Equity Loan",17,Bad,2174.16,39.78232874,146,162.2389631,38.5674587,Low_spent_Small_value_payments,75.61653778,308
15,925441671,Teacher,43241.49,3580.4575,10,7,30,6,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Auto Loan, Not Specified, and Home Equity Loan",19,Bad,2174.16,32.62468106,147,162.2389631,38.5674587,High_spent_Small_value_payments,383.3342616,325
15,925441671,Teacher,43241.49,3580.4575,10,7,30,6,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Auto Loan, Not Specified, and Home Equity Loan",17,Bad,2174.16,37.35140673,148,162.2389631,38.5674587,Low_spent_Small_value_payments,255.4173978,313
16,925441671,Teacher,43241.49,3282.269196,10,7,30,6,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Auto Loan, Not Specified, and Home Equity Loan",17,Bad,2174.16,24.40758995,149,162.2389631,38.5674587,High_spent_Medium_value_payments,286.4508636,344
16,925441671,Teacher,43241.49,3580.4575,10,7,30,6,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Auto Loan, Not Specified, and Home Equity Loan",17,Bad,2174.16,31.24773473,150,162.2389631,38.5674587,High_spent_Medium_value_payments,372.2102036,340
16,925441671,Teacher,43241.49,3580.4575,10,7,30,6,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Auto Loan, Not Specified, and Home Equity Loan",17,Bad,2174.16,32.18200633,151,162.2389631,38.5674587,Low_spent_Small_value_payments,351.6821877,320
16,925441671,Teacher,43241.49,3282.269196,10,7,30,6,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Auto Loan, Not Specified, and Home Equity Loan",14,Bad,2174.16,27.93484479,152,460.4272666,38.5674587,High_spent_Medium_value_payments,394.9751617,360
16,925441671,Teacher,43241.49,3282.269196,10,7,30,6,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Auto Loan, Not Specified, and Home Equity Loan",17,Bad,2174.16,30.59762389,153,460.4272666,38.5674587,High_spent_Medium_value_payments,351.2063921,344
19,548039919,Mechanic,34106.78,2767.231667,8,5,17,0,No Data,10,Standard,996.54,31.06392082,383,0.0,24.07190317,Low_spent_Small_value_payments,451.5714293,672
19,548039919,Mechanic,34106.78,2767.231667,8,5,17,0,No Data,10,Standard,996.54,38.62751709,384,0.0,24.07190317,High_spent_Large_value_payments,492.6512635,688
19,548039919,Mechanic,34106.78,2767.231667,8,5,17,0,No Data,10,Standard,996.54,23.33248162,385,0.0,24.07190317,Low_spent_Large_value_payments,410.9212778,681
19,548039919,Mechanic,34106.78,2767.231667,8,5,17,0,No Data,10,Standard,996.54,40.79135176,386,0.0,24.07190317,Low_spent_Large_value_payments,330.3577308,668
19,548039919,Mechanic,34106.78,2767.231667,8,5,17,0,No Data,10,Standard,996.54,25.34390218,387,0.0,24.07190317,Low_spent_Small_value_payments,228.7195152,681
19,548039919,Mechanic,34106.78,2767.231667,8,5,17,0,No Data,10,Standard,996.54,39.49437697,388,0.0,24.07190317,Low_spent_Small_value_payments,448.0487914,672
19,548039919,Mechanic,34106.78,2767.231667,8,5,17,0,No Data,10,Standard,996.54,33.75123504,389,0.0,24.07190317,High_spent_Small_value_payments,407.3763374,697
19,548039919,Mechanic,34106.78,2767.231667,8,5,17,0,No Data,10,Standard,996.54,30.45487937,390,0.0,24.07190317,High_spent_Medium_value_payments,448.8478223,701
24,251770979,Teacher,129067.59,10795.6325,1,3,1,4,"Student Loan, Auto Loan, Auto Loan, and Payday Loan",5,Good,137.15,24.49869173,319,389.3056725,112.014526,High_spent_Large_value_payments,715.0400896,678
24,251770979,Teacher,129067.59,10795.6325,1,3,1,4,"Student Loan, Auto Loan, Auto Loan, and Payday Loan",7,Good,137.15,30.7290606,320,389.3056725,112.014526,Low_spent_Medium_value_payments,459.0461476,644
24,251770979,Teacher,129067.59,10795.6325,1,3,1,4,"Student Loan, Auto Loan, Auto Loan, and Payday Loan",5,Good,137.15,33.01978996,321,389.3056725,112.014526,High_spent_Large_value_payments,803.9885701,674
25,251770979,Teacher,129067.59,10795.6325,1,3,1,4,"Student Loan, Auto Loan, Auto Loan, and Payday Loan",5,Good,137.15,33.1858694,322,389.3056725,112.014526,Low_spent_Medium_value_payments,404.8901992,654
25,251770979,Teacher,129067.59,10795.6325,1,3,1,4,"Student Loan, Auto Loan, Auto Loan, and Payday Loan",6,Good,137.15,32.67772557,323,389.3056725,112.014526,High_spent_Large_value_payments,818.2430515,671
25,251770979,Teacher,129067.59,10795.6325,1,3,1,4,"Student Loan, Auto Loan, Auto Loan, and Payday Loan",5,Good,137.15,28.43760665,324,389.3056725,112.014526,High_spent_Large_value_payments,665.517567,681
25,251770979,Teacher,129067.59,10795.6325,1,3,1,4,"Student Loan, Auto Loan, Auto Loan, and Payday Loan",5,Good,137.15,25.15446984,325,389.3056725,112.014526,High_spent_Small_value_payments,232.3600477,684
25,251770979,Teacher,129067.59,10795.6325,1,3,1,4,"Student Loan, Auto Loan, Auto Loan, and Payday Loan",5,Good,137.15,39.45112324,326,389.3056725,112.014526,High_spent_Large_value_payments,680.8960947,674
34,898940497,Architect,17001.34,1214.778333,6,5,5,1,Home Equity Loan,20,Standard,1093.87,31.55554039,207,10.53555561,41.28906534,Low_spent_Medium_value_payments,293.3867642,427
34,898940497,Architect,17001.34,1214.778333,6,5,5,1,Home Equity Loan,20,Standard,1093.87,23.06986827,207,10.53555561,41.28906534,Low_spent_Large_value_payments,333.598142,433
34,898940497,Architect,17001.34,1214.778333,6,5,5,1,Home Equity Loan,20,Standard,1093.87,25.89483416,208,10.53555561,41.28906534,Low_spent_Medium_value_payments,269.9710581,432
34,898940497,Architect,17001.34,1214.778333,6,5,5,1,Home Equity Loan,18,Standard,1093.87,28.63344077,209,10.53555561,41.28906534,Low_spent_Small_value_payments,349.037093,441
